url_path,views_total,views_unique
/vladdoster/dotfiles,35,5
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/zinit.zsh,19,3
/vladdoster/dotfiles/tree/master/zsh,17,3
/vladdoster/dotfiles/tree/master/zsh/.config/zsh,17,3
/vladdoster/dotfiles/actions/workflows/release.yml,6,1
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/.zshrc,5,2
/vladdoster/dotfiles/actions,4,1
/vladdoster/dotfiles/commit/78439e9f9300c910b853d23413a0a312be24f084,4,1
/vladdoster/dotfiles/search,3,2
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/aliases.zsh,3,1
