url_path,views_total,views_unique
/vladdoster/dotfiles,8,7
/vladdoster/dotfiles/pulls,2,2
/vladdoster/dotfiles/tree/master/.github,2,1
/vladdoster/dotfiles/tree/master/bash,2,1
/vladdoster/dotfiles/actions,1,1
/vladdoster/dotfiles/actions/runs/27714085027,1,1
/vladdoster/dotfiles/actions/workflows/release.yml,1,1
/vladdoster/dotfiles/blob/master/.github/workflows/release.yml,1,1
/vladdoster/dotfiles/blob/master/arch-linux.Dockerfile,1,1
/vladdoster/dotfiles/blob/master/skhd/.config/skhd/skhdrc,1,1
