time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-20 00:00:00+00:00,22,8,32.0,2.0
2023-03-21 00:00:00+00:00,4,3,16.0,1.0
2023-03-22 00:00:00+00:00,13,5,,
2023-03-23 00:00:00+00:00,9,4,4.0,1.0
2023-03-24 00:00:00+00:00,3,2,6.0,1.0
2023-03-25 00:00:00+00:00,6,4,14.0,1.0
2023-03-26 00:00:00+00:00,12,5,9.0,1.0
2023-03-27 00:00:00+00:00,32,10,81.0,3.0
2023-03-28 00:00:00+00:00,1,1,29.0,1.0
2023-03-29 00:00:00+00:00,2,2,4.0,1.0
2023-03-30 00:00:00+00:00,8,7,,
2023-04-02 00:00:00+00:00,7,3,10.0,1.0
