time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-31 00:00:00+00:00,10.0,3.0,,
2023-06-01 00:00:00+00:00,45.0,9.0,27.0,4.0
2023-06-02 00:00:00+00:00,19.0,4.0,42.0,2.0
2023-06-03 00:00:00+00:00,4.0,3.0,19.0,1.0
2023-06-04 00:00:00+00:00,1.0,1.0,,
2023-06-05 00:00:00+00:00,10.0,5.0,13.0,1.0
2023-06-06 00:00:00+00:00,14.0,6.0,8.0,2.0
2023-06-08 00:00:00+00:00,,,11.0,2.0
2023-06-09 00:00:00+00:00,,,5.0,1.0
2023-06-12 00:00:00+00:00,4.0,4.0,27.0,4.0
2023-06-13 00:00:00+00:00,,,7.0,3.0
