time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-06 00:00:00+00:00,2,1,,
2024-09-07 00:00:00+00:00,4,4,,
2024-09-09 00:00:00+00:00,5,4,,
2024-09-10 00:00:00+00:00,2,1,,
2024-09-11 00:00:00+00:00,2,1,5.0,2.0
2024-09-12 00:00:00+00:00,2,1,,
2024-09-13 00:00:00+00:00,2,1,26.0,1.0
2024-09-14 00:00:00+00:00,12,5,60.0,2.0
2024-09-15 00:00:00+00:00,3,3,12.0,2.0
2024-09-16 00:00:00+00:00,6,5,157.0,1.0
2024-09-17 00:00:00+00:00,4,1,12.0,1.0
2024-09-18 00:00:00+00:00,2,1,,
2024-09-19 00:00:00+00:00,2,1,,
