url_path,views_total,views_unique
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/04-zinit.zsh,8,1
/vladdoster/dotfiles/tree/master/zsh/.config/zsh,8,1
/vladdoster/dotfiles,4,2
/vladdoster/dotfiles/tree/master/zsh,4,1
/vladdoster/dotfiles/actions/workflows/release.yml,3,1
/vladdoster/dotfiles/tree/master/bash,3,1
/vladdoster/dotfiles/tree/master/htop/.config/htop,3,1
/vladdoster/dotfiles/tree/master/kitty/.config/kitty,3,1
/vladdoster/dotfiles/blob/fcc496559d27d49108b344830f6cb7a265875e89/zsh/.config/zsh/rc.d/06-zinit.zsh,2,1
/vladdoster/dotfiles/blob/master/bash/.bashrc,2,1
