url_path,views_total,views_unique
/vladdoster/dotfiles/tree/master/zsh/.config/zsh/rc.d,20,2
/vladdoster/dotfiles/tree/master/zsh/.config/zsh,15,4
/vladdoster/dotfiles/tree/master/zsh/.config/zsh/functions,12,2
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/07-prompt.zsh,11,3
/vladdoster/dotfiles/tree/master/zsh,9,2
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/.zshrc,6,3
/vladdoster/dotfiles/blob/master/git/.config/git/config,5,1
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/zinit.zsh,5,1
/vladdoster/dotfiles,4,4
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/00-env.zsh,4,2
