time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-12 00:00:00+00:00,2.0,2.0,31.0,2.0
2024-01-13 00:00:00+00:00,42.0,15.0,90.0,2.0
2024-01-14 00:00:00+00:00,13.0,8.0,27.0,1.0
2024-01-15 00:00:00+00:00,4.0,4.0,29.0,3.0
2024-01-16 00:00:00+00:00,,,65.0,1.0
2024-01-17 00:00:00+00:00,,,2.0,1.0
2024-01-18 00:00:00+00:00,5.0,3.0,7.0,1.0
2024-01-19 00:00:00+00:00,2.0,1.0,89.0,1.0
2024-01-20 00:00:00+00:00,13.0,8.0,69.0,1.0
2024-01-21 00:00:00+00:00,1.0,1.0,,
2024-01-22 00:00:00+00:00,1.0,1.0,19.0,1.0
2024-01-23 00:00:00+00:00,1.0,1.0,,
2024-01-25 00:00:00+00:00,,,31.0,1.0
