url_path,views_total,views_unique
/vladdoster/dotfiles,25,11
/vladdoster/dotfiles/tree/master/.github,5,1
/vladdoster/dotfiles/tree/master/.github/workflows,5,1
/vladdoster/dotfiles/blob/master/.local/bin/statusbar/network_traffic,3,1
/vladdoster/dotfiles/pulls,3,1
/vladdoster/dotfiles/blob/master/README.md,2,2
/vladdoster/dotfiles/blob/master/.github/workflows/cleanup-runs.yml,2,1
/vladdoster/dotfiles/blob/master/.github/workflows/release.yml,2,1
/vladdoster/dotfiles/blob/master/Makefile,1,1
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/04-zinit.zsh,1,1
