time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-02 00:00:00+00:00,5,4,,
2024-03-03 00:00:00+00:00,12,7,11.0,1.0
2024-03-04 00:00:00+00:00,9,6,,
2024-03-05 00:00:00+00:00,3,2,,
2024-03-06 00:00:00+00:00,2,1,,
2024-03-07 00:00:00+00:00,2,1,44.0,1.0
2024-03-08 00:00:00+00:00,2,1,,
2024-03-09 00:00:00+00:00,1,1,,
2024-03-11 00:00:00+00:00,2,1,,
2024-03-12 00:00:00+00:00,4,2,,
2024-03-13 00:00:00+00:00,2,1,,
2024-03-14 00:00:00+00:00,2,1,,
2024-03-15 00:00:00+00:00,13,7,81.0,1.0
