url_path,views_total,views_unique
/vladdoster/dotfiles,23,3
/vladdoster/dotfiles/tree/master/zsh/.config/zsh/rc.d,12,3
/vladdoster/dotfiles/tree/master/git/.config/git,12,1
/vladdoster/dotfiles/tree/master/zsh,11,3
/vladdoster/dotfiles/tree/master/zsh/.config/zsh,11,3
/vladdoster/dotfiles/blob/master/zsh/.config/zsh/rc.d/04-zinit.zsh,9,2
/vladdoster/dotfiles/blob/master/git/.config/git/config,8,1
/vladdoster/dotfiles/tree/master/zsh/.config/zsh/functions,6,3
/vladdoster/dotfiles/tree/master/.github/workflows,5,1
/vladdoster/dotfiles/actions,4,1
