url_path,views_total,views_unique
/vladdoster/dotfiles,19,8
/vladdoster/dotfiles/blob/master/.gitignore,2,2
/vladdoster/dotfiles/commit/1d9958d41040f2e2e185403d2154b94226798913,2,2
/vladdoster/dotfiles/commit/6c88b81c9afeb0883dd13cdeddbeecbc020b2ed5,2,2
/vladdoster/dotfiles/commit/82f509ceff746077d2770339903b9f47722dce68,2,2
/vladdoster/dotfiles/commit/83800ced0ea0d2f1a4f17f7ca430b2e0e360c9a9,2,2
/vladdoster/dotfiles/commit/a6889caf4689d4db45cb19d3c1f9a666cbfdcc16,2,2
/vladdoster/dotfiles/commit/dc265e92f5a542228bdbfd13924a61ad4eaebf16,2,2
/vladdoster/dotfiles/commit/fd7db00b968675b31cc18f4d042319b10508f0fc,2,2
/vladdoster/dotfiles/issues,2,2
