time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,1,1,1,1
2026-08-03 00:00:00+00:00,4,3,0,0
2026-08-04 00:00:00+00:00,3,2,8,8
2026-08-05 00:00:00+00:00,2,1,10,10
2026-08-06 00:00:00+00:00,2,1,2,2
2026-08-07 00:00:00+00:00,41,16,93,3
2026-08-08 00:00:00+00:00,18,11,22,1
2026-08-09 00:00:00+00:00,0,0,0,0
2026-08-10 00:00:00+00:00,4,3,0,0
2026-08-11 00:00:00+00:00,5,4,2,1
2026-08-12 00:00:00+00:00,22,12,13,2
2026-08-13 00:00:00+00:00,55,17,9,1
2026-08-14 00:00:00+00:00,18,11,6,2
2026-08-15 00:00:00+00:00,24,12,25,2
