time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-15 00:00:00+00:00,3,2,0,0
2026-05-16 00:00:00+00:00,1,1,0,0
2026-05-17 00:00:00+00:00,0,0,0,0
2026-05-18 00:00:00+00:00,2,1,3,3
2026-05-19 00:00:00+00:00,2,1,0,0
2026-05-20 00:00:00+00:00,3,2,0,0
2026-05-21 00:00:00+00:00,18,12,0,0
2026-05-22 00:00:00+00:00,2,1,1,1
2026-05-23 00:00:00+00:00,1,1,3,3
2026-05-24 00:00:00+00:00,2,2,29,23
2026-05-25 00:00:00+00:00,3,2,4,3
2026-05-26 00:00:00+00:00,2,1,0,0
2026-05-27 00:00:00+00:00,3,2,0,0
2026-05-28 00:00:00+00:00,3,2,1,1
