time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-01 00:00:00+00:00,6.0,5.0,4.0,1.0
2024-01-02 00:00:00+00:00,10.0,6.0,15.0,1.0
2024-01-03 00:00:00+00:00,2.0,1.0,19.0,1.0
2024-01-04 00:00:00+00:00,,,49.0,1.0
2024-01-06 00:00:00+00:00,1.0,1.0,,
2024-01-08 00:00:00+00:00,1.0,1.0,2.0,1.0
2024-01-09 00:00:00+00:00,6.0,2.0,76.0,2.0
2024-01-10 00:00:00+00:00,1.0,1.0,,
2024-01-11 00:00:00+00:00,,,2.0,1.0
2024-01-12 00:00:00+00:00,2.0,2.0,31.0,2.0
2024-01-13 00:00:00+00:00,42.0,15.0,90.0,2.0
2024-01-14 00:00:00+00:00,13.0,8.0,27.0,1.0
