time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-29 00:00:00+00:00,30,9,9.0,1.0
2025-08-30 00:00:00+00:00,24,7,,
2025-08-31 00:00:00+00:00,24,7,,
2025-09-01 00:00:00+00:00,33,12,1.0,1.0
2025-09-02 00:00:00+00:00,34,11,5.0,2.0
2025-09-03 00:00:00+00:00,30,10,,
2025-09-04 00:00:00+00:00,33,12,,
2025-09-05 00:00:00+00:00,26,8,1.0,1.0
2025-09-06 00:00:00+00:00,27,9,2.0,1.0
2025-09-07 00:00:00+00:00,26,8,1.0,1.0
2025-09-08 00:00:00+00:00,34,12,,
2025-09-09 00:00:00+00:00,29,10,1.0,1.0
2025-09-10 00:00:00+00:00,28,9,,
2025-09-11 00:00:00+00:00,24,10,,
