time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-29 00:00:00+00:00,17,6,1.0,1.0
2024-08-30 00:00:00+00:00,15,2,,
2024-08-31 00:00:00+00:00,18,7,7.0,3.0
2024-09-01 00:00:00+00:00,17,5,8.0,3.0
2024-09-02 00:00:00+00:00,20,5,13.0,4.0
2024-09-03 00:00:00+00:00,17,4,6.0,1.0
2024-09-04 00:00:00+00:00,16,5,,
2024-09-05 00:00:00+00:00,22,7,,
2024-09-06 00:00:00+00:00,19,6,8.0,2.0
2024-09-07 00:00:00+00:00,15,4,27.0,4.0
2024-09-08 00:00:00+00:00,12,1,,
2024-09-09 00:00:00+00:00,14,3,6.0,3.0
2024-09-10 00:00:00+00:00,14,3,1.0,1.0
2024-09-11 00:00:00+00:00,13,2,4.0,1.0
