time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-17 00:00:00+00:00,28,10,,
2025-06-18 00:00:00+00:00,31,11,,
2025-06-19 00:00:00+00:00,30,9,,
2025-06-20 00:00:00+00:00,28,9,2.0,1.0
2025-06-21 00:00:00+00:00,27,8,,
2025-06-22 00:00:00+00:00,30,10,,
2025-06-23 00:00:00+00:00,50,11,1.0,1.0
2025-06-24 00:00:00+00:00,44,13,2.0,2.0
2025-06-25 00:00:00+00:00,29,10,3.0,3.0
2025-06-26 00:00:00+00:00,25,8,,
2025-06-27 00:00:00+00:00,26,8,,
2025-06-28 00:00:00+00:00,30,10,7.0,7.0
2025-06-29 00:00:00+00:00,38,14,4.0,4.0
2025-06-30 00:00:00+00:00,44,15,7.0,3.0
