time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,34,13,0,0
2026-05-27 00:00:00+00:00,25,9,0,0
2026-05-28 00:00:00+00:00,117,69,149,1
2026-05-29 00:00:00+00:00,62,37,11,3
2026-05-30 00:00:00+00:00,50,28,0,0
2026-05-31 00:00:00+00:00,33,15,1,1
2026-06-01 00:00:00+00:00,44,17,13,1
2026-06-02 00:00:00+00:00,46,27,3,2
2026-06-03 00:00:00+00:00,33,19,3,3
2026-06-04 00:00:00+00:00,45,23,7,2
2026-06-05 00:00:00+00:00,32,17,13,2
2026-06-06 00:00:00+00:00,30,13,0,0
2026-06-07 00:00:00+00:00,46,16,1,1
2026-06-08 00:00:00+00:00,69,22,0,0
