time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-13 00:00:00+00:00,,,2,2
2024-07-14 00:00:00+00:00,4.0,3.0,8,3
2024-07-15 00:00:00+00:00,7.0,4.0,4,1
2024-07-16 00:00:00+00:00,11.0,5.0,15,2
2024-07-17 00:00:00+00:00,17.0,5.0,1,1
2024-07-18 00:00:00+00:00,15.0,4.0,2,2
2024-07-19 00:00:00+00:00,14.0,3.0,5,3
2024-07-20 00:00:00+00:00,18.0,6.0,2,2
2024-07-21 00:00:00+00:00,26.0,4.0,4,2
2024-07-22 00:00:00+00:00,17.0,4.0,10,2
2024-07-23 00:00:00+00:00,14.0,3.0,3,1
2024-07-24 00:00:00+00:00,18.0,5.0,2,2
2024-07-25 00:00:00+00:00,16.0,5.0,1,1
2024-07-26 00:00:00+00:00,18.0,6.0,10,6
