time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,42,16,2,2
2026-07-23 00:00:00+00:00,53,22,3,1
2026-07-24 00:00:00+00:00,40,13,4,3
2026-07-25 00:00:00+00:00,32,12,2,2
2026-07-26 00:00:00+00:00,31,12,2,1
2026-07-27 00:00:00+00:00,41,16,1,1
2026-07-28 00:00:00+00:00,42,13,0,0
2026-07-29 00:00:00+00:00,40,13,2,2
2026-07-30 00:00:00+00:00,38,16,3,3
2026-07-31 00:00:00+00:00,39,14,0,0
2026-08-01 00:00:00+00:00,35,13,1,1
2026-08-02 00:00:00+00:00,32,11,2,2
2026-08-03 00:00:00+00:00,48,20,2,2
2026-08-04 00:00:00+00:00,44,17,1,1
