time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-28 00:00:00+00:00,12,5,4.0,3.0
2024-02-29 00:00:00+00:00,8,3,6.0,3.0
2024-03-01 00:00:00+00:00,20,5,12.0,3.0
2024-03-02 00:00:00+00:00,19,7,13.0,3.0
2024-03-03 00:00:00+00:00,7,4,1.0,1.0
2024-03-04 00:00:00+00:00,14,6,10.0,5.0
2024-03-05 00:00:00+00:00,16,10,1.0,1.0
2024-03-06 00:00:00+00:00,14,9,,
2024-03-07 00:00:00+00:00,14,7,,
2024-03-08 00:00:00+00:00,14,6,5.0,1.0
2024-03-09 00:00:00+00:00,9,4,1.0,1.0
2024-03-10 00:00:00+00:00,26,9,7.0,2.0
2024-03-11 00:00:00+00:00,29,12,9.0,2.0
2024-03-12 00:00:00+00:00,24,12,,
