time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-09 00:00:00+00:00,31,11,7.0,2.0
2025-08-10 00:00:00+00:00,31,9,5.0,2.0
2025-08-11 00:00:00+00:00,41,15,2.0,1.0
2025-08-12 00:00:00+00:00,46,14,,
2025-08-13 00:00:00+00:00,35,11,10.0,1.0
2025-08-14 00:00:00+00:00,11,6,5.0,3.0
2025-08-15 00:00:00+00:00,31,10,2.0,2.0
2025-08-16 00:00:00+00:00,30,10,2.0,2.0
2025-08-17 00:00:00+00:00,47,14,,
2025-08-18 00:00:00+00:00,36,13,,
2025-08-19 00:00:00+00:00,32,11,,
2025-08-20 00:00:00+00:00,30,10,,
2025-08-21 00:00:00+00:00,28,11,,
2025-08-22 00:00:00+00:00,28,9,,
