time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,33,13,1,1
2026-08-27 00:00:00+00:00,17,9,0,0
2026-08-28 00:00:00+00:00,27,9,0,0
2026-08-29 00:00:00+00:00,26,9,0,0
2026-08-30 00:00:00+00:00,21,9,1,1
2026-08-31 00:00:00+00:00,29,12,0,0
2026-09-01 00:00:00+00:00,41,18,0,0
2026-09-02 00:00:00+00:00,29,11,2,2
2026-09-03 00:00:00+00:00,34,12,0,0
2026-09-04 00:00:00+00:00,34,14,0,0
2026-09-05 00:00:00+00:00,26,9,0,0
2026-09-06 00:00:00+00:00,56,34,1,1
2026-09-07 00:00:00+00:00,30,12,0,0
2026-09-08 00:00:00+00:00,40,13,0,0
