time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-10 00:00:00+00:00,17,8,6.0,3.0
2023-06-11 00:00:00+00:00,2,1,,
2023-06-12 00:00:00+00:00,36,20,66.0,1.0
2023-06-13 00:00:00+00:00,20,13,1.0,1.0
2023-06-14 00:00:00+00:00,11,11,11.0,1.0
2023-06-15 00:00:00+00:00,21,10,5.0,1.0
2023-06-16 00:00:00+00:00,12,9,1.0,1.0
2023-06-17 00:00:00+00:00,3,2,1.0,1.0
2023-06-18 00:00:00+00:00,3,2,4.0,2.0
2023-06-19 00:00:00+00:00,15,7,14.0,1.0
2023-06-20 00:00:00+00:00,13,7,6.0,4.0
2023-06-21 00:00:00+00:00,12,7,4.0,1.0
2023-06-22 00:00:00+00:00,17,8,,
2023-06-23 00:00:00+00:00,14,7,,
