time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-09 00:00:00+00:00,27,9,,
2025-03-10 00:00:00+00:00,31,11,,
2025-03-11 00:00:00+00:00,29,11,1.0,1.0
2025-03-12 00:00:00+00:00,28,9,,
2025-03-13 00:00:00+00:00,31,11,5.0,2.0
2025-03-14 00:00:00+00:00,48,13,4.0,1.0
2025-03-15 00:00:00+00:00,31,9,,
2025-03-16 00:00:00+00:00,36,11,1.0,1.0
2025-03-17 00:00:00+00:00,35,11,,
2025-03-18 00:00:00+00:00,36,12,,
2025-03-19 00:00:00+00:00,33,11,,
2025-03-20 00:00:00+00:00,40,15,6.0,3.0
2025-03-21 00:00:00+00:00,32,11,1.0,1.0
2025-03-22 00:00:00+00:00,43,15,,
