time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,33,12,0,0
2026-07-07 00:00:00+00:00,32,12,0,0
2026-07-08 00:00:00+00:00,29,10,0,0
2026-07-09 00:00:00+00:00,44,18,3,2
2026-07-10 00:00:00+00:00,37,17,4,3
2026-07-11 00:00:00+00:00,33,13,0,0
2026-07-12 00:00:00+00:00,44,18,0,0
2026-07-13 00:00:00+00:00,40,17,1,1
2026-07-14 00:00:00+00:00,45,17,0,0
2026-07-15 00:00:00+00:00,35,12,0,0
2026-07-16 00:00:00+00:00,39,15,0,0
2026-07-17 00:00:00+00:00,31,11,2,2
2026-07-18 00:00:00+00:00,36,13,0,0
2026-07-19 00:00:00+00:00,64,17,1,1
