time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-31 00:00:00+00:00,25,9,4,2
2026-02-01 00:00:00+00:00,28,10,1,1
2026-02-02 00:00:00+00:00,27,13,4,2
2026-02-03 00:00:00+00:00,36,14,1,1
2026-02-04 00:00:00+00:00,46,18,1,1
2026-02-05 00:00:00+00:00,36,13,1,1
2026-02-06 00:00:00+00:00,46,11,1,1
2026-02-07 00:00:00+00:00,29,12,0,0
2026-02-08 00:00:00+00:00,35,13,2,2
2026-02-09 00:00:00+00:00,34,13,2,1
2026-02-10 00:00:00+00:00,36,15,1,1
2026-02-11 00:00:00+00:00,33,12,0,0
2026-02-12 00:00:00+00:00,38,14,0,0
2026-02-13 00:00:00+00:00,32,12,3,1
