time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-08 00:00:00+00:00,69,22,0,0
2026-06-09 00:00:00+00:00,28,10,0,0
2026-06-10 00:00:00+00:00,40,18,1,1
2026-06-11 00:00:00+00:00,31,11,1,1
2026-06-12 00:00:00+00:00,38,14,1,1
2026-06-13 00:00:00+00:00,29,12,0,0
2026-06-14 00:00:00+00:00,23,8,0,0
2026-06-15 00:00:00+00:00,28,10,0,0
2026-06-16 00:00:00+00:00,20,8,0,0
2026-06-17 00:00:00+00:00,35,15,1,1
2026-06-18 00:00:00+00:00,34,13,0,0
2026-06-19 00:00:00+00:00,31,11,0,0
2026-06-20 00:00:00+00:00,37,14,0,0
2026-06-21 00:00:00+00:00,41,19,0,0
