time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-08 00:00:00+00:00,15,3,1.0,1.0
2024-10-09 00:00:00+00:00,20,8,1.0,1.0
2024-10-10 00:00:00+00:00,16,5,6.0,2.0
2024-10-11 00:00:00+00:00,11,2,1.0,1.0
2024-10-12 00:00:00+00:00,15,4,3.0,3.0
2024-10-13 00:00:00+00:00,14,3,1.0,1.0
2024-10-14 00:00:00+00:00,14,3,3.0,2.0
2024-10-15 00:00:00+00:00,15,4,,
2024-10-16 00:00:00+00:00,17,5,,
2024-10-17 00:00:00+00:00,19,6,3.0,3.0
2024-10-18 00:00:00+00:00,18,6,7.0,1.0
2024-10-19 00:00:00+00:00,14,2,3.0,2.0
2024-10-20 00:00:00+00:00,17,5,,
2024-10-21 00:00:00+00:00,16,5,2.0,2.0
