time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-15 00:00:00+00:00,13,2,1.0,1.0
2024-08-16 00:00:00+00:00,19,6,2.0,2.0
2024-08-17 00:00:00+00:00,20,7,,
2024-08-18 00:00:00+00:00,42,6,7.0,2.0
2024-08-19 00:00:00+00:00,18,5,2.0,1.0
2024-08-20 00:00:00+00:00,23,4,,
2024-08-21 00:00:00+00:00,21,7,3.0,1.0
2024-08-22 00:00:00+00:00,15,3,,
2024-08-23 00:00:00+00:00,23,9,,
2024-08-24 00:00:00+00:00,17,5,3.0,1.0
2024-08-25 00:00:00+00:00,19,7,5.0,1.0
2024-08-26 00:00:00+00:00,22,8,,
2024-08-27 00:00:00+00:00,16,3,6.0,1.0
2024-08-28 00:00:00+00:00,18,6,2.0,2.0
