time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,30,10,4.0,1.0
2025-02-06 00:00:00+00:00,30,10,,
2025-02-07 00:00:00+00:00,26,8,3.0,2.0
2025-02-08 00:00:00+00:00,33,11,8.0,3.0
2025-02-09 00:00:00+00:00,31,10,,
2025-02-10 00:00:00+00:00,34,12,,
2025-02-11 00:00:00+00:00,24,7,,
2025-02-12 00:00:00+00:00,36,12,1.0,1.0
2025-02-13 00:00:00+00:00,34,13,,
2025-02-14 00:00:00+00:00,33,11,1.0,1.0
2025-02-15 00:00:00+00:00,33,11,,
2025-02-16 00:00:00+00:00,33,10,4.0,2.0
2025-02-17 00:00:00+00:00,26,8,4.0,2.0
2025-02-18 00:00:00+00:00,32,12,1.0,1.0
