time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-21 00:00:00+00:00,5,3,3.0,1.0
2023-05-22 00:00:00+00:00,3,2,2.0,2.0
2023-05-23 00:00:00+00:00,4,2,,
2023-05-24 00:00:00+00:00,10,5,1.0,1.0
2023-05-25 00:00:00+00:00,2,1,4.0,4.0
2023-05-26 00:00:00+00:00,10,4,,
2023-05-27 00:00:00+00:00,15,6,9.0,1.0
2023-05-28 00:00:00+00:00,6,3,3.0,2.0
2023-05-29 00:00:00+00:00,7,3,1.0,1.0
2023-05-30 00:00:00+00:00,7,4,1.0,1.0
2023-05-31 00:00:00+00:00,20,8,5.0,3.0
2023-06-01 00:00:00+00:00,12,8,16.0,4.0
2023-06-02 00:00:00+00:00,9,4,1.0,1.0
2023-06-03 00:00:00+00:00,14,6,4.0,3.0
