time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-10 00:00:00+00:00,18,5,2.0,2.0
2025-01-11 00:00:00+00:00,13,2,,
2025-01-12 00:00:00+00:00,15,4,2.0,1.0
2025-01-13 00:00:00+00:00,16,3,1.0,1.0
2025-01-14 00:00:00+00:00,17,4,1.0,1.0
2025-01-15 00:00:00+00:00,16,4,,
2025-01-16 00:00:00+00:00,17,5,4.0,2.0
2025-01-17 00:00:00+00:00,15,3,,
2025-01-18 00:00:00+00:00,17,4,3.0,2.0
2025-01-19 00:00:00+00:00,14,2,,
2025-01-20 00:00:00+00:00,17,4,1.0,1.0
2025-01-21 00:00:00+00:00,15,4,1.0,1.0
2025-01-22 00:00:00+00:00,18,4,7.0,2.0
2025-01-23 00:00:00+00:00,13,2,,
