time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-26 00:00:00+00:00,25,11,11.0,3.0
2024-09-27 00:00:00+00:00,17,6,17.0,3.0
2024-09-28 00:00:00+00:00,12,1,1.0,1.0
2024-09-29 00:00:00+00:00,15,4,2.0,2.0
2024-09-30 00:00:00+00:00,22,8,4.0,2.0
2024-10-01 00:00:00+00:00,20,7,4.0,2.0
2024-10-02 00:00:00+00:00,14,3,,
2024-10-03 00:00:00+00:00,15,2,,
2024-10-04 00:00:00+00:00,15,4,3.0,1.0
2024-10-05 00:00:00+00:00,17,5,1.0,1.0
2024-10-06 00:00:00+00:00,21,6,,
2024-10-07 00:00:00+00:00,15,3,1.0,1.0
2024-10-08 00:00:00+00:00,15,3,1.0,1.0
2024-10-09 00:00:00+00:00,20,8,1.0,1.0
