time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,15,4,2.0,1.0
2024-08-06 00:00:00+00:00,18,6,6.0,2.0
2024-08-07 00:00:00+00:00,19,6,6.0,4.0
2024-08-08 00:00:00+00:00,24,10,2.0,2.0
2024-08-09 00:00:00+00:00,13,2,3.0,2.0
2024-08-10 00:00:00+00:00,14,1,,
2024-08-11 00:00:00+00:00,17,5,10.0,2.0
2024-08-12 00:00:00+00:00,17,5,,
2024-08-13 00:00:00+00:00,24,11,8.0,3.0
2024-08-14 00:00:00+00:00,16,5,,
2024-08-15 00:00:00+00:00,13,2,1.0,1.0
2024-08-16 00:00:00+00:00,19,6,2.0,2.0
2024-08-17 00:00:00+00:00,20,7,,
2024-08-18 00:00:00+00:00,42,6,7.0,2.0
