time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-22 00:00:00+00:00,14,7,3.0,1.0
2025-09-23 00:00:00+00:00,9,4,1.0,1.0
2025-09-24 00:00:00+00:00,16,7,6.0,2.0
2025-09-25 00:00:00+00:00,17,8,18.0,3.0
2025-09-26 00:00:00+00:00,52,8,12.0,5.0
2025-09-27 00:00:00+00:00,14,5,,
2025-09-28 00:00:00+00:00,11,4,4.0,1.0
2025-09-29 00:00:00+00:00,7,4,5.0,2.0
2025-09-30 00:00:00+00:00,2,1,,
2025-10-01 00:00:00+00:00,10,5,,
2025-10-02 00:00:00+00:00,15,8,,
2025-10-03 00:00:00+00:00,4,3,,
2025-10-04 00:00:00+00:00,11,5,,
2025-10-05 00:00:00+00:00,10,4,,
