time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-27 00:00:00+00:00,16,5,2.0,2.0
2024-10-28 00:00:00+00:00,17,5,4.0,2.0
2024-10-29 00:00:00+00:00,18,7,1.0,1.0
2024-10-30 00:00:00+00:00,15,2,2.0,2.0
2024-10-31 00:00:00+00:00,16,5,,
2024-11-01 00:00:00+00:00,21,5,7.0,3.0
2024-11-02 00:00:00+00:00,16,4,1.0,1.0
2024-11-03 00:00:00+00:00,17,6,1.0,1.0
2024-11-04 00:00:00+00:00,16,4,,
2024-11-05 00:00:00+00:00,16,4,3.0,1.0
2024-11-06 00:00:00+00:00,18,6,3.0,2.0
2024-11-07 00:00:00+00:00,16,5,8.0,4.0
2024-11-08 00:00:00+00:00,19,6,,
2024-11-09 00:00:00+00:00,14,3,3.0,2.0
