time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-01 00:00:00+00:00,26,8,,
2025-06-02 00:00:00+00:00,36,13,,
2025-06-03 00:00:00+00:00,44,12,,
2025-06-04 00:00:00+00:00,31,11,,
2025-06-05 00:00:00+00:00,28,9,3.0,1.0
2025-06-06 00:00:00+00:00,28,9,12.0,2.0
2025-06-07 00:00:00+00:00,29,10,1.0,1.0
2025-06-08 00:00:00+00:00,35,11,,
2025-06-09 00:00:00+00:00,31,10,6.0,1.0
2025-06-10 00:00:00+00:00,43,16,2.0,1.0
2025-06-11 00:00:00+00:00,34,10,4.0,2.0
2025-06-12 00:00:00+00:00,24,7,2.0,2.0
2025-06-13 00:00:00+00:00,36,11,9.0,2.0
2025-06-14 00:00:00+00:00,30,9,,
