time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-11 00:00:00+00:00,6,3,4.0,2.0
2024-05-12 00:00:00+00:00,5,3,1.0,1.0
2024-05-13 00:00:00+00:00,12,6,7.0,3.0
2024-05-14 00:00:00+00:00,12,5,7.0,1.0
2024-05-15 00:00:00+00:00,18,8,12.0,4.0
2024-05-16 00:00:00+00:00,17,8,11.0,5.0
2024-05-17 00:00:00+00:00,20,7,1.0,1.0
2024-05-18 00:00:00+00:00,7,2,,
2024-05-19 00:00:00+00:00,5,4,20.0,5.0
2024-05-20 00:00:00+00:00,4,2,5.0,2.0
2024-05-21 00:00:00+00:00,16,6,19.0,7.0
2024-05-22 00:00:00+00:00,33,11,14.0,4.0
2024-05-23 00:00:00+00:00,22,8,2.0,2.0
2024-05-24 00:00:00+00:00,17,6,1.0,1.0
