time_iso8601,stars_cumulative
2024-01-24 00:00:00+00:00,2116
2024-01-25 00:00:00+00:00,2117
2024-01-26 00:00:00+00:00,2118
2024-01-27 00:00:00+00:00,2119
2024-01-28 00:00:00+00:00,2120
2024-01-29 00:00:00+00:00,2122
2024-01-30 00:00:00+00:00,2123
2024-01-31 00:00:00+00:00,2125
2024-02-01 00:00:00+00:00,2129
2024-02-02 00:00:00+00:00,2130
2024-02-06 00:00:00+00:00,2133
2024-02-08 00:00:00+00:00,2134
2024-02-09 00:00:00+00:00,2137
2024-02-10 00:00:00+00:00,2138
2024-02-11 00:00:00+00:00,2140
2024-02-12 00:00:00+00:00,2144
2024-02-13 00:00:00+00:00,2145
2024-02-14 00:00:00+00:00,2147
2024-02-15 00:00:00+00:00,2148
2024-02-16 00:00:00+00:00,2150
2024-02-17 00:00:00+00:00,2152
2024-02-18 00:00:00+00:00,2156
2024-02-19 00:00:00+00:00,2158
2024-02-20 00:00:00+00:00,2161
2024-02-21 00:00:00+00:00,2162
2024-02-22 00:00:00+00:00,2164
2024-02-23 00:00:00+00:00,2167
2024-02-24 00:00:00+00:00,2168
2024-02-25 00:00:00+00:00,2172
2024-02-26 00:00:00+00:00,2174
2024-02-27 00:00:00+00:00,2175
2024-02-28 00:00:00+00:00,2176
2024-02-29 00:00:00+00:00,2177
2024-03-01 00:00:00+00:00,2180
2024-03-02 00:00:00+00:00,2183
2024-03-03 00:00:00+00:00,2185
2024-03-05 00:00:00+00:00,2187
2024-03-06 00:00:00+00:00,2189
2024-03-07 00:00:00+00:00,2190
2024-03-08 00:00:00+00:00,2192
2024-03-09 00:00:00+00:00,2193
2024-03-10 00:00:00+00:00,2194
2024-03-13 00:00:00+00:00,2196
2024-03-15 00:00:00+00:00,2197
2024-03-16 00:00:00+00:00,2200
2024-03-17 00:00:00+00:00,2202
2024-03-18 00:00:00+00:00,2205
2024-03-19 00:00:00+00:00,2206
2024-03-20 00:00:00+00:00,2207
2024-03-21 00:00:00+00:00,2208
2024-03-22 00:00:00+00:00,2209
2024-03-23 00:00:00+00:00,2210
2024-03-24 00:00:00+00:00,2212
2024-03-25 00:00:00+00:00,2214
2024-03-27 00:00:00+00:00,2217
2024-03-30 00:00:00+00:00,2220
2024-03-31 00:00:00+00:00,2221
2024-04-01 00:00:00+00:00,2222
2024-04-02 00:00:00+00:00,2224
2024-04-03 00:00:00+00:00,2231
2024-04-04 00:00:00+00:00,2232
2024-04-06 00:00:00+00:00,2234
2024-04-08 00:00:00+00:00,2236
2024-04-09 00:00:00+00:00,2238
2024-04-10 00:00:00+00:00,2239
2024-04-11 00:00:00+00:00,2241
2024-04-12 00:00:00+00:00,2244
2024-04-13 00:00:00+00:00,2247
2024-04-14 00:00:00+00:00,2248
2024-04-15 00:00:00+00:00,2250
2024-04-17 00:00:00+00:00,2254
2024-04-18 00:00:00+00:00,2256
2024-04-19 00:00:00+00:00,2260
2024-04-24 00:00:00+00:00,2261
2024-04-25 00:00:00+00:00,2262
2024-04-27 00:00:00+00:00,2265
2024-04-28 00:00:00+00:00,2267
2024-04-29 00:00:00+00:00,2271
2024-04-30 00:00:00+00:00,2273
2024-05-01 00:00:00+00:00,2275
2024-05-02 00:00:00+00:00,2278
2024-05-03 00:00:00+00:00,2280
2024-05-05 00:00:00+00:00,2281
2024-05-06 00:00:00+00:00,2283
2024-05-07 00:00:00+00:00,2286
2024-05-08 00:00:00+00:00,2287
2024-05-09 00:00:00+00:00,2288
2024-05-10 00:00:00+00:00,2289
2024-05-11 00:00:00+00:00,2293
2024-05-12 00:00:00+00:00,2294
2024-05-13 00:00:00+00:00,2297
2024-05-16 00:00:00+00:00,2326
2024-05-17 00:00:00+00:00,2359
2024-05-18 00:00:00+00:00,2394
2024-05-19 00:00:00+00:00,2418
2024-05-20 00:00:00+00:00,2438
2024-05-21 00:00:00+00:00,2453
2024-05-22 00:00:00+00:00,2461
2024-05-23 00:00:00+00:00,2470
2024-05-24 00:00:00+00:00,2481
2024-05-25 00:00:00+00:00,2494
2024-05-26 00:00:00+00:00,2508
2024-05-27 00:00:00+00:00,2513
2024-05-28 00:00:00+00:00,2517
2024-05-29 00:00:00+00:00,2522
2024-05-30 00:00:00+00:00,2527
2024-05-31 00:00:00+00:00,2528
2024-06-01 00:00:00+00:00,2534
2024-06-02 00:00:00+00:00,2537
2024-06-03 00:00:00+00:00,2542
2024-06-04 00:00:00+00:00,2546
2024-06-05 00:00:00+00:00,2551
2024-06-06 00:00:00+00:00,2554
2024-06-07 00:00:00+00:00,2561
2024-06-08 00:00:00+00:00,2566
2024-06-09 00:00:00+00:00,2573
2024-06-10 00:00:00+00:00,2584
2024-06-11 00:00:00+00:00,2591
2024-06-12 00:00:00+00:00,2596
2024-06-13 00:00:00+00:00,2602
2024-06-14 00:00:00+00:00,2607
2024-06-15 00:00:00+00:00,2613
2024-06-16 00:00:00+00:00,2618
2024-06-17 00:00:00+00:00,2620
2024-06-18 00:00:00+00:00,2624
2024-06-19 00:00:00+00:00,2629
2024-06-20 00:00:00+00:00,2633
2024-06-21 00:00:00+00:00,2636
2024-06-22 00:00:00+00:00,2640
2024-06-23 00:00:00+00:00,2645
2024-06-24 00:00:00+00:00,2647
2024-06-25 00:00:00+00:00,2648
2024-06-26 00:00:00+00:00,2652
2024-06-27 00:00:00+00:00,2654
2024-06-28 00:00:00+00:00,2658
2024-06-29 00:00:00+00:00,2662
2024-06-30 00:00:00+00:00,2667
2024-07-01 00:00:00+00:00,2669
2024-07-02 00:00:00+00:00,2671
2024-07-03 00:00:00+00:00,2674
2024-07-04 00:00:00+00:00,2677
2024-07-05 00:00:00+00:00,2680
2024-07-06 00:00:00+00:00,2684
2024-07-07 00:00:00+00:00,2686
2024-07-08 00:00:00+00:00,2698
2024-07-09 00:00:00+00:00,2705
2024-07-10 00:00:00+00:00,2707
2024-07-11 00:00:00+00:00,2708
2024-07-12 00:00:00+00:00,2712
2024-07-13 00:00:00+00:00,2716
2024-07-14 00:00:00+00:00,2718
2024-07-15 00:00:00+00:00,2722
2024-07-16 00:00:00+00:00,2723
2024-07-17 00:00:00+00:00,2726
2024-07-18 00:00:00+00:00,2729
2024-07-19 00:00:00+00:00,2732
2024-07-20 00:00:00+00:00,2733
2024-07-21 00:00:00+00:00,2737
2024-07-22 00:00:00+00:00,2738
2024-07-23 00:00:00+00:00,2741
2024-07-25 00:00:00+00:00,2747
2024-07-26 00:00:00+00:00,2752
2024-07-27 00:00:00+00:00,2755
2024-07-28 00:00:00+00:00,2756
2024-07-29 00:00:00+00:00,2764
2024-07-30 00:00:00+00:00,2766
2024-07-31 00:00:00+00:00,2770
2024-08-01 00:00:00+00:00,2771
2024-08-02 00:00:00+00:00,2777
2024-08-03 00:00:00+00:00,2779
2024-08-04 00:00:00+00:00,2781
2024-08-05 00:00:00+00:00,2785
2024-08-07 00:00:00+00:00,2791
2024-08-08 00:00:00+00:00,2792
2024-08-09 00:00:00+00:00,2794
2024-08-10 00:00:00+00:00,2797
2024-08-11 00:00:00+00:00,2800
2024-08-12 00:00:00+00:00,2801
2024-08-13 00:00:00+00:00,2806
2024-08-14 00:00:00+00:00,2808
2024-08-15 00:00:00+00:00,2811
2024-08-16 00:00:00+00:00,2817
2024-08-17 00:00:00+00:00,2819
2024-08-19 00:00:00+00:00,2825
2024-08-20 00:00:00+00:00,2826
2024-08-21 00:00:00+00:00,2832
2024-08-22 00:00:00+00:00,2836
2024-08-23 00:00:00+00:00,2840
2024-08-24 00:00:00+00:00,2841
2024-08-25 00:00:00+00:00,2843
2024-08-26 00:00:00+00:00,2846
2024-08-27 00:00:00+00:00,2849
2024-08-28 00:00:00+00:00,2851
2024-08-29 00:00:00+00:00,2857
2024-08-30 00:00:00+00:00,2861
2024-08-31 00:00:00+00:00,2867
2024-09-01 00:00:00+00:00,2870
2024-09-02 00:00:00+00:00,2875
2024-09-03 00:00:00+00:00,2878
2024-09-04 00:00:00+00:00,2884
2024-09-05 00:00:00+00:00,2887
2024-09-07 00:00:00+00:00,2888
2024-09-08 00:00:00+00:00,2890
2024-09-09 00:00:00+00:00,2895
2024-09-10 00:00:00+00:00,2898
2024-09-11 00:00:00+00:00,2901
2024-09-12 00:00:00+00:00,2903
2024-09-13 00:00:00+00:00,2906
2024-09-14 00:00:00+00:00,2911
2024-09-15 00:00:00+00:00,2914
2024-09-16 00:00:00+00:00,2917
2024-09-17 00:00:00+00:00,2920
2024-09-18 00:00:00+00:00,2924
2024-09-19 00:00:00+00:00,2925
2024-09-20 00:00:00+00:00,2929
2024-09-21 00:00:00+00:00,2930
2024-09-22 00:00:00+00:00,2931
2024-09-23 00:00:00+00:00,2934
2024-09-24 00:00:00+00:00,2935
2024-09-25 00:00:00+00:00,2936
2024-09-26 00:00:00+00:00,2942
2024-09-27 00:00:00+00:00,2946
2024-09-28 00:00:00+00:00,2948
2024-10-01 00:00:00+00:00,2951
2024-10-02 00:00:00+00:00,2952
2024-10-03 00:00:00+00:00,2953
2024-10-04 00:00:00+00:00,2955
2024-10-05 00:00:00+00:00,2958
2024-10-06 00:00:00+00:00,2959
2024-10-07 00:00:00+00:00,2963
2024-10-08 00:00:00+00:00,2968
2024-10-09 00:00:00+00:00,2974
2024-10-10 00:00:00+00:00,2976
2024-10-11 00:00:00+00:00,2984
2024-10-12 00:00:00+00:00,2990
2024-10-13 00:00:00+00:00,2994
2024-10-14 00:00:00+00:00,3000
2024-10-15 00:00:00+00:00,3002
2024-10-16 00:00:00+00:00,3010
2024-10-17 00:00:00+00:00,3016
2024-10-18 00:00:00+00:00,3020
2024-10-19 00:00:00+00:00,3023
2024-10-20 00:00:00+00:00,3029
2024-10-21 00:00:00+00:00,3032
2024-10-22 00:00:00+00:00,3038
2024-10-23 00:00:00+00:00,3039
2024-10-24 00:00:00+00:00,3043
2024-10-25 00:00:00+00:00,3046
2024-10-26 00:00:00+00:00,3050
2024-10-27 00:00:00+00:00,3052
2024-10-28 00:00:00+00:00,3056
2024-10-29 00:00:00+00:00,3058
2024-10-30 00:00:00+00:00,3060
2024-11-01 00:00:00+00:00,3063
2024-11-02 00:00:00+00:00,3065
2024-11-03 00:00:00+00:00,3069
2024-11-05 00:00:00+00:00,3071
2024-11-06 00:00:00+00:00,3074
2024-11-07 00:00:00+00:00,3077
2024-11-08 00:00:00+00:00,3082
2024-11-09 00:00:00+00:00,3083
2024-11-10 00:00:00+00:00,3090
2024-11-12 00:00:00+00:00,3093
2024-11-13 00:00:00+00:00,3104
2024-11-14 00:00:00+00:00,3112
2024-11-15 00:00:00+00:00,3117
2024-11-16 00:00:00+00:00,3121
2024-11-17 00:00:00+00:00,3126
2024-11-18 00:00:00+00:00,3131
2024-11-19 00:00:00+00:00,3133
2024-11-20 00:00:00+00:00,3136
2024-11-21 00:00:00+00:00,3139
2024-11-22 00:00:00+00:00,3144
2024-11-23 00:00:00+00:00,3146
2024-11-24 00:00:00+00:00,3152
2024-11-25 00:00:00+00:00,3159
2024-11-26 00:00:00+00:00,3162
2024-11-27 00:00:00+00:00,3165
2024-11-28 00:00:00+00:00,3167
2024-11-29 00:00:00+00:00,3169
2024-11-30 00:00:00+00:00,3171
2024-12-01 00:00:00+00:00,3174
2024-12-02 00:00:00+00:00,3176
2024-12-03 00:00:00+00:00,3179
2024-12-04 00:00:00+00:00,3186
2024-12-05 00:00:00+00:00,3190
2024-12-06 00:00:00+00:00,3192
2024-12-07 00:00:00+00:00,3194
2024-12-08 00:00:00+00:00,3198
2024-12-09 00:00:00+00:00,3200
2024-12-10 00:00:00+00:00,3205
2024-12-11 00:00:00+00:00,3207
2024-12-12 00:00:00+00:00,3212
2024-12-13 00:00:00+00:00,3215
2024-12-14 00:00:00+00:00,3216
2024-12-15 00:00:00+00:00,3219
2024-12-17 00:00:00+00:00,3222
2024-12-18 00:00:00+00:00,3226
2024-12-19 00:00:00+00:00,3228
2024-12-20 00:00:00+00:00,3230
2024-12-21 00:00:00+00:00,3233
2024-12-22 00:00:00+00:00,3235
2024-12-23 00:00:00+00:00,3236
2024-12-25 00:00:00+00:00,3239
2024-12-26 00:00:00+00:00,3244
2024-12-27 00:00:00+00:00,3248
2024-12-28 00:00:00+00:00,3251
2024-12-29 00:00:00+00:00,3252
2024-12-30 00:00:00+00:00,3254
2024-12-31 00:00:00+00:00,3259
2025-01-01 00:00:00+00:00,3260
2025-01-02 00:00:00+00:00,3263
2025-01-03 00:00:00+00:00,3266
2025-01-04 00:00:00+00:00,3269
2025-01-05 00:00:00+00:00,3272
2025-01-06 00:00:00+00:00,3273
2025-01-07 00:00:00+00:00,3274
2025-01-08 00:00:00+00:00,3278
2025-01-09 00:00:00+00:00,3280
2025-01-10 00:00:00+00:00,3283
2025-01-11 00:00:00+00:00,3287
2025-01-12 00:00:00+00:00,3288
2025-01-13 00:00:00+00:00,3292
2025-01-14 00:00:00+00:00,3294
2025-01-15 00:00:00+00:00,3298
2025-01-16 00:00:00+00:00,3299
2025-01-17 00:00:00+00:00,3300
2025-01-18 00:00:00+00:00,3304
2025-01-19 00:00:00+00:00,3309
2025-01-20 00:00:00+00:00,3310
2025-01-21 00:00:00+00:00,3314
2025-01-22 00:00:00+00:00,3317
2025-01-23 00:00:00+00:00,3320
2025-01-24 00:00:00+00:00,3328
2025-01-25 00:00:00+00:00,3330
2025-01-26 00:00:00+00:00,3332
2025-01-27 00:00:00+00:00,3334
2025-01-28 00:00:00+00:00,3335
2025-01-29 00:00:00+00:00,3338
2025-01-30 00:00:00+00:00,3340
2025-01-31 00:00:00+00:00,3341
2025-02-01 00:00:00+00:00,3346
2025-02-02 00:00:00+00:00,3350
2025-02-03 00:00:00+00:00,3352
2025-02-04 00:00:00+00:00,3359
2025-02-05 00:00:00+00:00,3362
2025-02-06 00:00:00+00:00,3365
2025-02-07 00:00:00+00:00,3368
2025-02-08 00:00:00+00:00,3372
2025-02-09 00:00:00+00:00,3376
2025-02-10 00:00:00+00:00,3381
2025-02-11 00:00:00+00:00,3385
2025-02-12 00:00:00+00:00,3391
2025-02-13 00:00:00+00:00,3396
2025-02-14 00:00:00+00:00,3400
2025-02-15 00:00:00+00:00,3404
2025-02-16 00:00:00+00:00,3406
2025-02-17 00:00:00+00:00,3407
2025-02-18 00:00:00+00:00,3409
2025-02-19 00:00:00+00:00,3413
2025-02-20 00:00:00+00:00,3418
2025-02-21 00:00:00+00:00,3422
2025-02-22 00:00:00+00:00,3423
2025-02-23 00:00:00+00:00,3429
2025-02-24 00:00:00+00:00,3435
2025-02-26 00:00:00+00:00,3436
2025-02-27 00:00:00+00:00,3440
2025-02-28 00:00:00+00:00,3441
2025-03-01 00:00:00+00:00,3447
2025-03-02 00:00:00+00:00,3449
2025-03-03 00:00:00+00:00,3456
2025-03-04 00:00:00+00:00,3460
2025-03-05 00:00:00+00:00,3462
2025-03-06 00:00:00+00:00,3465
2025-03-08 00:00:00+00:00,3467
2025-03-09 00:00:00+00:00,3471
2025-03-10 00:00:00+00:00,3475
2025-03-11 00:00:00+00:00,3481
2025-03-12 00:00:00+00:00,3482
2025-03-13 00:00:00+00:00,3487
2025-03-14 00:00:00+00:00,3493
2025-03-15 00:00:00+00:00,3498
2025-03-16 00:00:00+00:00,3500
2025-03-17 00:00:00+00:00,3503
2025-03-18 00:00:00+00:00,3504
