time_iso8601,stars_cumulative
2022-01-27 00:00:00+00:00,1
2022-02-25 00:00:00+00:00,2
2022-05-17 00:00:00+00:00,3
2022-06-05 00:00:00+00:00,4
2022-07-01 00:00:00+00:00,5
2022-08-22 00:00:00+00:00,6
2022-10-04 00:00:00+00:00,7
2022-11-03 00:00:00+00:00,8
2022-11-07 00:00:00+00:00,9
2023-05-05 00:00:00+00:00,10
