referrer,views_total,views_unique
Google,1300,778
github.com,152,84
youtube.com,109,80
DuckDuckGo,93,64
search.brave.com,88,53
Bing,51,34
zdharma-continuum.github.io,27,18
distedu.ukma.edu.ua,17,14
chatgpt.com,10,8
qiita.com,10,8
