time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-20 00:00:00+00:00,1059,526,96,55
2026-06-21 00:00:00+00:00,1054,565,69,53
2026-06-22 00:00:00+00:00,897,665,122,89
2026-06-23 00:00:00+00:00,781,561,156,82
2026-06-24 00:00:00+00:00,1175,713,126,87
2026-06-25 00:00:00+00:00,1075,685,125,93
2026-06-26 00:00:00+00:00,1112,685,151,80
2026-06-27 00:00:00+00:00,714,473,133,72
2026-06-28 00:00:00+00:00,684,504,87,56
2026-06-29 00:00:00+00:00,853,675,117,82
2026-06-30 00:00:00+00:00,736,564,160,104
2026-07-01 00:00:00+00:00,876,623,268,179
2026-07-02 00:00:00+00:00,909,599,113,80
2026-07-03 00:00:00+00:00,1007,651,138,87
