time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-17 00:00:00+00:00,316,232,379,131
2023-02-18 00:00:00+00:00,255,190,194,102
2023-02-19 00:00:00+00:00,201,157,198,87
2023-02-20 00:00:00+00:00,324,217,257,126
2023-02-21 00:00:00+00:00,252,203,205,121
2023-02-22 00:00:00+00:00,304,238,247,134
2023-02-23 00:00:00+00:00,269,213,256,121
2023-02-24 00:00:00+00:00,242,194,245,118
2023-02-25 00:00:00+00:00,270,193,279,92
2023-02-26 00:00:00+00:00,220,148,147,81
2023-02-27 00:00:00+00:00,247,203,225,122
2023-02-28 00:00:00+00:00,231,198,252,134
2023-03-01 00:00:00+00:00,271,220,292,123
2023-03-02 00:00:00+00:00,247,199,216,108
