url_path,views_total,views_unique
/zdharma-continuum/zinit,2403,1431
/zdharma-continuum/zinit/issues,94,33
/zdharma-continuum/zinit/releases,35,8
/zdharma-continuum/zinit/blob/main/zinit.zsh,26,21
/zdharma-continuum/zinit/issues/647,26,20
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,22,13
/zdharma-continuum/zinit/tree/main/scripts,21,20
/zdharma-continuum/zinit/blob/main/README.md,17,11
/zdharma-continuum/zinit/discussions/533,15,14
/zdharma-continuum/zinit/blob/main/scripts/install.sh,14,8
