referrer,views_total,views_unique
Google,1218,810
github.com,141,110
youtube.com,100,71
DuckDuckGo,91,58
search.brave.com,91,57
Bing,91,42
zdharma-continuum.github.io,17,9
distedu.ukma.edu.ua,12,9
qiita.com,10,9
chatgpt.com,10,7
