referrer,views_total,views_unique
Google,1447,751
github.com,349,151
Bing,70,41
DuckDuckGo,63,33
search.brave.com,45,22
zdharma-continuum.github.io,22,14
cn.bing.com,20,13
gist.github.com,19,12
wiki.archlinux.org,13,9
qiita.com,12,9
