url_path,views_total,views_unique
/zdharma-continuum/zinit,1774,1059
/zdharma-continuum/zinit/issues,61,25
/zdharma-continuum/zinit/tree/main/doc,40,22
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,19,14
/zdharma-continuum/zinit/blob/main/scripts/install.sh,13,7
/zdharma-continuum/zinit/blob/main/zinit.zsh,13,5
/zdharma-continuum/zinit/discussions,12,7
/zdharma-continuum/zinit/tree/main/scripts,12,6
/zdharma-continuum/zinit/wiki/Migrating-from-zinit-to-zdharma-continuum,12,4
/zdharma-continuum/zinit/blob/main/README.md,11,7
