referrer,views_total,views_unique
Google,1462,742
github.com,317,136
Bing,76,44
DuckDuckGo,61,29
search.brave.com,34,21
cn.bing.com,21,14
gist.github.com,21,13
zdharma-continuum.github.io,18,11
qiita.com,15,11
wiki.archlinux.org,13,9
