referrer,views_total,views_unique
Google,1056,658
github.com,140,102
youtube.com,133,92
t.co,95,84
Bing,89,41
search.brave.com,85,49
DuckDuckGo,77,47
zdharma-continuum.github.io,17,7
Baidu,11,7
libhunt.com,10,2
