time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-04 00:00:00+00:00,695,535,89,65
2026-06-05 00:00:00+00:00,929,693,151,110
2026-06-06 00:00:00+00:00,549,418,74,59
2026-06-07 00:00:00+00:00,585,371,142,77
2026-06-08 00:00:00+00:00,799,620,147,101
2026-06-09 00:00:00+00:00,819,604,147,107
2026-06-10 00:00:00+00:00,854,636,94,75
2026-06-11 00:00:00+00:00,789,564,113,82
2026-06-12 00:00:00+00:00,751,547,204,130
2026-06-13 00:00:00+00:00,617,463,156,127
2026-06-14 00:00:00+00:00,571,455,161,73
2026-06-15 00:00:00+00:00,898,609,122,82
2026-06-16 00:00:00+00:00,815,572,81,60
2026-06-17 00:00:00+00:00,1157,651,149,95
