referrer,views_total,views_unique
Google,1252,715
github.com,200,108
DuckDuckGo,130,31
Bing,69,48
search.brave.com,17,13
cn.bing.com,15,12
zdharma-continuum.github.io,14,5
safjan.com,13,11
hatenablog-parts.com,10,4
dev.to,9,6
