url_path,views_total,views_unique
/zdharma-continuum/zinit,2283,1331
/zdharma-continuum/zinit/issues,64,32
/zdharma-continuum/zinit/blob/main/README.md,42,16
/zdharma-continuum/zinit/issues/647,30,28
/zdharma-continuum/zinit/discussions/533,27,25
/zdharma-continuum/zinit/blob/main/zinit.zsh,25,13
/zdharma-continuum/zinit/discussions/651,19,14
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,16,14
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,15,12
/zdharma-continuum/zinit/tree/main,12,9
