time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-01 00:00:00+00:00,264,200,188,117
2023-08-02 00:00:00+00:00,246,184,131,78
2023-08-03 00:00:00+00:00,199,175,145,93
2023-08-04 00:00:00+00:00,219,170,160,97
2023-08-05 00:00:00+00:00,197,139,202,70
2023-08-06 00:00:00+00:00,197,154,105,62
2023-08-07 00:00:00+00:00,281,190,157,100
2023-08-08 00:00:00+00:00,225,187,173,98
2023-08-09 00:00:00+00:00,217,172,127,79
2023-08-10 00:00:00+00:00,274,170,172,98
2023-08-11 00:00:00+00:00,239,180,168,103
2023-08-12 00:00:00+00:00,407,167,464,72
2023-08-13 00:00:00+00:00,242,123,95,60
2023-08-14 00:00:00+00:00,243,179,156,94
