time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-01 00:00:00+00:00,568,407,82,49
2026-08-02 00:00:00+00:00,878,669,93,58
2026-08-03 00:00:00+00:00,1393,844,190,130
2026-08-04 00:00:00+00:00,780,596,119,100
2026-08-05 00:00:00+00:00,1139,728,151,95
2026-08-06 00:00:00+00:00,1034,631,101,76
2026-08-07 00:00:00+00:00,809,563,125,93
2026-08-08 00:00:00+00:00,935,391,97,60
2026-08-09 00:00:00+00:00,615,446,80,54
2026-08-10 00:00:00+00:00,1865,599,125,70
2026-08-11 00:00:00+00:00,1025,699,139,72
2026-08-12 00:00:00+00:00,1116,539,146,83
2026-08-13 00:00:00+00:00,954,640,125,82
2026-08-14 00:00:00+00:00,1121,772,102,67
