time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-26 00:00:00+00:00,243,200,218,117
2023-04-27 00:00:00+00:00,240,194,163,100
2023-04-28 00:00:00+00:00,196,164,189,100
2023-04-29 00:00:00+00:00,219,145,259,95
2023-04-30 00:00:00+00:00,192,149,206,85
2023-05-01 00:00:00+00:00,290,192,314,106
2023-05-02 00:00:00+00:00,364,200,311,112
2023-05-03 00:00:00+00:00,228,189,208,97
2023-05-04 00:00:00+00:00,295,228,350,143
2023-05-05 00:00:00+00:00,292,229,208,117
2023-05-06 00:00:00+00:00,201,170,194,82
2023-05-07 00:00:00+00:00,235,192,153,81
2023-05-08 00:00:00+00:00,268,208,243,125
2023-05-09 00:00:00+00:00,236,176,196,132
