referrer,views_total,views_unique
Google,547,372
github.com,266,83
search.brave.com,71,35
DuckDuckGo,61,30
Bing,47,32
youtube.com,27,24
wicksipedia.com,22,19
wiki.archlinux.org,14,4
kagi.com,11,3
gist.github.com,9,7
