url_path,views_total,views_unique
/zdharma-continuum/zinit,3113,1750
/zdharma-continuum/zinit/issues,118,52
/zdharma-continuum/zinit/tree/main/scripts,70,28
/zdharma-continuum/zinit/blob/main/zinit.zsh,60,23
/zdharma-continuum/zinit/blob/main/README.md,39,15
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,38,17
/zdharma-continuum/zinit/discussions/533,37,32
/zdharma-continuum/zinit/blob/main/scripts/install.sh,27,9
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,25,17
/zdharma-continuum/zinit/discussions/651,20,15
