url_path,views_total,views_unique
/zdharma-continuum/zinit,2382,1441
/zdharma-continuum/zinit/issues,42,27
/zdharma-continuum/zinit/discussions/533,27,21
/zdharma-continuum/zinit/blob/main/README.md,27,16
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,19,13
/zdharma-continuum/zinit/wiki,16,9
/zdharma-continuum/zinit/tree/main/scripts,13,12
/zdharma-continuum/zinit/commits/main,12,9
/zdharma-continuum/zinit/wiki/Migrating-from-zinit-to-zdharma-continuum,12,8
/zdharma-continuum/zinit/issues/647,10,10
