time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-27 00:00:00+00:00,834,601,94,65
2026-07-28 00:00:00+00:00,3688,550,76,50
2026-07-29 00:00:00+00:00,813,534,148,106
2026-07-30 00:00:00+00:00,1215,709,95,70
2026-07-31 00:00:00+00:00,1468,955,100,69
2026-08-01 00:00:00+00:00,568,407,82,49
2026-08-02 00:00:00+00:00,878,669,93,58
2026-08-03 00:00:00+00:00,1393,844,190,130
2026-08-04 00:00:00+00:00,780,596,119,100
2026-08-05 00:00:00+00:00,1139,728,151,95
2026-08-06 00:00:00+00:00,1034,631,101,76
2026-08-07 00:00:00+00:00,809,563,125,93
2026-08-08 00:00:00+00:00,935,391,97,60
2026-08-09 00:00:00+00:00,615,446,80,54
