url_path,views_total,views_unique
/zdharma-continuum/zinit,2193,1236
/zdharma-continuum/zinit/issues,57,35
/zdharma-continuum/zinit/issues/647,28,25
/zdharma-continuum/zinit/blob/main/zinit.zsh,28,19
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,28,18
/zdharma-continuum/zinit/blob/main/README.md,26,17
/zdharma-continuum/zinit/discussions/533,21,19
/zdharma-continuum/zinit/tree/main/scripts,19,15
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,16,8
/zdharma-continuum/zinit/discussions/651,15,13
