url_path,views_total,views_unique
/zdharma-continuum/zinit,2469,1413
/zdharma-continuum/zinit/issues,73,35
/zdharma-continuum/zinit/issues/647,32,29
/zdharma-continuum/zinit/blob/main/README.md,30,17
/zdharma-continuum/zinit/discussions/533,29,25
/zdharma-continuum/zinit/blob/main/zinit-install.zsh,23,17
/zdharma-continuum/zinit/blob/main/zinit.zsh,21,13
/zdharma-continuum/zinit/wiki/Recipes-for-popular-programs,19,13
/zdharma-continuum/zinit/discussions/651,17,14
/zdharma-continuum/zinit/wiki,15,11
