time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-26 00:00:00+00:00,214,179,136,103
2023-05-27 00:00:00+00:00,212,178,201,100
2023-05-28 00:00:00+00:00,175,151,190,73
2023-05-29 00:00:00+00:00,268,194,183,102
2023-05-30 00:00:00+00:00,251,212,207,111
2023-05-31 00:00:00+00:00,265,220,170,101
2023-06-01 00:00:00+00:00,247,211,176,100
2023-06-02 00:00:00+00:00,221,191,143,89
2023-06-03 00:00:00+00:00,195,154,115,71
2023-06-04 00:00:00+00:00,172,132,99,54
2023-06-05 00:00:00+00:00,464,212,293,128
2023-06-06 00:00:00+00:00,455,203,398,130
2023-06-07 00:00:00+00:00,235,169,191,107
2023-06-08 00:00:00+00:00,211,169,181,91
